venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario_x;costo_unitario_x;descuento_porcentaje;venta_neta;costo_total;utilidad;producto;categoria;costo_unitario_y;precio_unitario_y;cliente;ciudad_cliente;segmento;tienda;ciudad_tienda;region;vendedor;tienda_id_vendedor;anio;mes;nombre_mes;periodo
4602;2024-08-13;24;334;2;7;5;405.54;306;10;1824.93;1530;294.93;Shampoo;Belleza;306;405.54;Valeria Ramírez;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;8;August;2024-08
4603;2023-05-18;5;494;4;9;3;69.39;47;5;197.76;141;56.76;Smartwatch;Tecnología;47;69.39;Diego Torres;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;5;May;2023-05
4604;2023-10-17;22;37;5;10;3;96.8;77;10;261.36;231;30.36;Perfume;Belleza;77;96.8;Diego Torres;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;10;October;2023-10
4605;2024-12-05;21;56;1;11;5;382.02;244;15;1623.58;1220;403.58;Bicicleta estática;Deportes;244;382.02;Luis Ramírez;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;12;December;2024-12
4606;2023-09-09;4;401;1;11;5;1059.28;606;5;5031.58;3030;2001.58;Monitor;Tecnología;606;1059.28;Luis Mendoza;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;9;September;2023-09
4607;2024-03-06;24;240;3;3;3;405.54;306;0;1216.62;918;298.62;Shampoo;Belleza;306;405.54;Carlos Ramírez;Arequipa;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;3;March;2024-03
4608;2025-03-20;2;320;1;6;5;1150.48;670;0;5752.4;3350;2402.4;Mouse;Tecnología;670;1150.48;Ana Castro;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;3;March;2025-03
4609;2025-08-20;2;283;4;4;3;1150.48;670;15;2933.72;2010;923.72;Mouse;Tecnología;670;1150.48;Ana Flores;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;8;August;2025-08
4610;2025-08-15;17;17;4;14;5;439.51;310;0;2197.55;1550;647.55;Pelota;Deportes;310;439.51;Valeria Flores;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;8;August;2025-08
4611;2023-09-21;17;148;2;2;1;439.51;310;0;439.51;310;129.51;Pelota;Deportes;310;439.51;Valeria Flores;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;9;September;2023-09
4612;2023-01-12;10;300;3;3;4;1154.83;660;5;4388.35;2640;1748.35;Mesa auxiliar;Hogar;660;1154.83;Camila Flores;Arequipa;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;1;January;2023-01
4613;2024-06-26;1;118;5;5;5;242.37;174;0;1211.85;870;341.85;Audífonos;Tecnología;174;242.37;Camila Torres;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;6;June;2024-06
4614;2024-06-10;6;402;5;5;1;125.45;96;5;119.18;96;23.18;Parlante;Tecnología;96;125.45;Diego Castro;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;6;June;2024-06
4615;2024-03-20;11;293;4;4;3;519.38;363;5;1480.23;1089;391.23;Juego de sábanas;Hogar;363;519.38;Lucía Rojas;Arequipa;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;3;March;2024-03
4616;2023-09-24;2;39;5;5;3;1150.48;670;15;2933.72;2010;923.72;Mouse;Tecnología;670;1150.48;Ana Quispe;Huancayo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;9;September;2023-09
4617;2023-07-21;8;73;5;5;3;919.26;614;0;2757.78;1842;915.78;Organizador;Hogar;614;919.26;Alex Rojas;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;7;July;2023-07
4618;2023-03-25;18;409;1;11;1;377.84;282;10;340.06;282;58.06;Mancuernas;Deportes;282;377.84;Carlos Torres;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;3;March;2023-03
4619;2024-09-08;3;200;4;9;3;212.75;123;0;638.25;369;269.25;Teclado;Tecnología;123;212.75;María Ramírez;Lima;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;9;September;2024-09
4620;2025-01-22;11;486;2;7;5;519.38;363;0;2596.9;1815;781.9;Juego de sábanas;Hogar;363;519.38;Carlos Ramírez;Lima;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;1;January;2025-01
4621;2024-02-13;12;382;5;5;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Carlos Castro;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;2;February;2024-02
4622;2025-08-17;11;194;5;15;1;519.38;363;0;519.38;363;156.38;Juego de sábanas;Hogar;363;519.38;Carlos Torres;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;8;August;2025-08
4623;2024-01-30;8;302;2;12;1;919.26;614;0;919.26;614;305.26;Organizador;Hogar;614;919.26;Valeria Rojas;Lima;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;1;January;2024-01
4624;2024-10-01;4;380;3;13;5;1059.28;606;0;5296.4;3030;2266.4;Monitor;Tecnología;606;1059.28;Camila Quispe;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;10;October;2024-10
4625;2023-09-09;11;106;3;3;4;519.38;363;15;1765.89;1452;313.89;Juego de sábanas;Hogar;363;519.38;Diego Flores;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;9;September;2023-09
4626;2025-04-24;2;365;5;15;2;1150.48;670;5;2185.91;1340;845.91;Mouse;Tecnología;670;1150.48;Camila Quispe;Arequipa;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;4;April;2025-04
4627;2025-12-25;24;413;4;4;1;405.54;306;0;405.54;306;99.54;Shampoo;Belleza;306;405.54;Ana Rojas;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;12;December;2025-12
4628;2023-09-28;4;396;4;9;1;1059.28;606;10;953.35;606;347.35;Monitor;Tecnología;606;1059.28;Diego Rojas;Cusco;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;9;September;2023-09
4629;2024-10-24;16;417;1;1;3;142.24;105;5;405.38;315;90.38;Mochila;Moda;105;142.24;Valeria Flores;Arequipa;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2024;10;October;2024-10
4630;2025-02-26;12;162;1;6;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Valeria Mendoza;Cusco;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;2;February;2025-02
4631;2023-03-25;19;1;3;8;4;244.74;140;5;930.01;560;370.01;Mat yoga;Deportes;140;244.74;Carlos Mendoza;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;3;March;2023-03
4632;2025-05-07;21;68;1;1;3;382.02;244;15;974.15;732;242.15;Bicicleta estática;Deportes;244;382.02;Alex García;Trujillo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;5;May;2025-05
4633;2023-12-31;8;26;3;13;5;919.26;614;5;4366.48;3070;1296.48;Organizador;Hogar;614;919.26;Lucía Torres;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;12;December;2023-12
4634;2023-03-10;11;78;4;9;1;519.38;363;5;493.41;363;130.41;Juego de sábanas;Hogar;363;519.38;Lucía Flores;Cusco;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;3;March;2023-03
4635;2025-04-05;17;492;4;14;1;439.51;310;5;417.53;310;107.53;Pelota;Deportes;310;439.51;Ana Rojas;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;4;April;2025-04
4636;2023-10-23;9;198;1;1;4;316.86;233;5;1204.07;932;272.07;Silla;Hogar;233;316.86;Valeria García;Arequipa;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;10;October;2023-10
4637;2024-05-06;10;172;1;6;4;1154.83;660;0;4619.32;2640;1979.32;Mesa auxiliar;Hogar;660;1154.83;Jorge Ramírez;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;5;May;2024-05
4638;2023-08-29;1;14;5;10;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Jorge Rojas;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;8;August;2023-08
4639;2024-01-06;14;273;3;3;4;361.58;231;0;1446.32;924;522.32;Jean;Moda;231;361.58;Jorge Rojas;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;1;January;2024-01
4640;2024-10-14;7;230;3;13;4;522.78;346;0;2091.12;1384;707.12;Lámpara;Hogar;346;522.78;Carlos Mendoza;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;10;October;2024-10
4641;2023-12-15;24;476;3;8;1;405.54;306;0;405.54;306;99.54;Shampoo;Belleza;306;405.54;Lucía Castro;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;12;December;2023-12
4642;2023-05-22;8;79;3;3;1;919.26;614;5;873.3;614;259.3;Organizador;Hogar;614;919.26;Carlos Quispe;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;5;May;2023-05
4643;2025-02-21;20;306;2;2;5;479.99;293;0;2399.95;1465;934.95;Tomatodo;Deportes;293;479.99;María García;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;2;February;2025-02
4644;2025-09-01;21;209;2;7;2;382.02;244;0;764.04;488;276.04;Bicicleta estática;Deportes;244;382.02;Carlos Flores;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;9;September;2025-09
4645;2023-12-28;2;43;4;14;4;1150.48;670;5;4371.82;2680;1691.82;Mouse;Tecnología;670;1150.48;Diego Castro;Lima;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;12;December;2023-12
4646;2025-04-10;1;430;2;12;4;242.37;174;15;824.06;696;128.06;Audífonos;Tecnología;174;242.37;Carlos Rojas;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;4;April;2025-04
4647;2025-08-07;11;345;1;1;1;519.38;363;5;493.41;363;130.41;Juego de sábanas;Hogar;363;519.38;Valeria Ramírez;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;8;August;2025-08
4648;2024-08-25;13;58;3;13;5;770.23;523;15;3273.48;2615;658.48;Polo;Moda;523;770.23;Diego Flores;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;8;August;2024-08
4649;2023-07-02;4;372;1;6;2;1059.28;606;5;2012.63;1212;800.63;Monitor;Tecnología;606;1059.28;Lucía Ramírez;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;7;July;2023-07
4650;2025-09-26;17;59;5;5;2;439.51;310;15;747.17;620;127.17;Pelota;Deportes;310;439.51;Carlos Mendoza;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;9;September;2025-09
4651;2024-12-10;12;397;3;8;5;181.86;114;10;818.37;570;248.37;Casaca;Moda;114;181.86;Camila Ramírez;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;12;December;2024-12
4652;2024-02-16;2;138;2;12;1;1150.48;670;10;1035.43;670;365.43;Mouse;Tecnología;670;1150.48;Diego Quispe;Cusco;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;2;February;2024-02
4653;2025-12-20;22;221;2;2;4;96.8;77;0;387.2;308;79.2;Perfume;Belleza;77;96.8;Valeria Ramírez;Trujillo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;12;December;2025-12
4654;2023-09-17;17;462;3;13;4;439.51;310;15;1494.33;1240;254.33;Pelota;Deportes;310;439.51;Ana Rojas;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;9;September;2023-09
4655;2025-12-15;19;325;1;1;4;244.74;140;10;881.06;560;321.06;Mat yoga;Deportes;140;244.74;Camila Torres;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;12;December;2025-12
4656;2024-05-17;1;319;3;8;1;242.37;174;0;242.37;174;68.37;Audífonos;Tecnología;174;242.37;Carlos Torres;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;5;May;2024-05
4657;2025-02-01;8;468;3;13;1;919.26;614;15;781.37;614;167.37;Organizador;Hogar;614;919.26;Valeria Mendoza;Arequipa;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;2;February;2025-02
4658;2024-01-18;19;213;5;5;5;244.74;140;10;1101.33;700;401.33;Mat yoga;Deportes;140;244.74;María Flores;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;1;January;2024-01
4659;2025-10-27;6;164;4;14;4;125.45;96;5;476.71;384;92.71;Parlante;Tecnología;96;125.45;Lucía Mendoza;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;10;October;2025-10
4660;2024-02-03;2;30;2;12;1;1150.48;670;0;1150.48;670;480.48;Mouse;Tecnología;670;1150.48;Valeria Torres;Cusco;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;2;February;2024-02
4661;2023-06-20;19;312;1;1;5;244.74;140;0;1223.7;700;523.7;Mat yoga;Deportes;140;244.74;Carlos Mendoza;Trujillo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;6;June;2023-06
4662;2023-07-16;2;21;2;12;3;1150.48;670;0;3451.44;2010;1441.44;Mouse;Tecnología;670;1150.48;María Ramírez;Lima;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;7;July;2023-07
4663;2025-09-16;11;366;1;11;3;519.38;363;15;1324.42;1089;235.42;Juego de sábanas;Hogar;363;519.38;María Castro;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;9;September;2025-09
4664;2023-03-14;16;390;1;1;5;142.24;105;0;711.2;525;186.2;Mochila;Moda;105;142.24;Jorge Rojas;Lima;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;3;March;2023-03
4665;2025-12-10;16;383;2;7;2;142.24;105;0;284.48;210;74.48;Mochila;Moda;105;142.24;Ana Quispe;Cusco;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;12;December;2025-12
4666;2025-03-26;9;218;4;14;4;316.86;233;0;1267.44;932;335.44;Silla;Hogar;233;316.86;Lucía Ramírez;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;3;March;2025-03
4667;2024-05-20;21;307;5;15;4;382.02;244;0;1528.08;976;552.08;Bicicleta estática;Deportes;244;382.02;María Mendoza;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;5;May;2024-05
4668;2024-05-19;1;444;2;7;2;242.37;174;15;412.03;348;64.03;Audífonos;Tecnología;174;242.37;Jorge Rojas;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;5;May;2024-05
4669;2023-08-27;20;327;4;14;4;479.99;293;0;1919.96;1172;747.96;Tomatodo;Deportes;293;479.99;Alex Rojas;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;8;August;2023-08
4670;2025-01-08;21;327;1;6;3;382.02;244;5;1088.76;732;356.76;Bicicleta estática;Deportes;244;382.02;Alex Rojas;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;1;January;2025-01
4671;2025-07-24;26;376;5;15;1;835.82;478;10;752.24;478;274.24;Set maquillaje;Belleza;478;835.82;Valeria Flores;Trujillo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;7;July;2025-07
4672;2024-07-30;22;336;1;11;4;96.8;77;0;387.2;308;79.2;Perfume;Belleza;77;96.8;Alex Mendoza;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;7;July;2024-07
4673;2025-06-21;10;245;4;4;1;1154.83;660;0;1154.83;660;494.83;Mesa auxiliar;Hogar;660;1154.83;Valeria Mendoza;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;6;June;2025-06
4674;2023-09-07;25;164;5;10;2;978.48;682;0;1956.96;1364;592.96;Plancha cabello;Belleza;682;978.48;Lucía Mendoza;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;9;September;2023-09
4675;2025-11-06;24;448;5;5;3;405.54;306;0;1216.62;918;298.62;Shampoo;Belleza;306;405.54;Ana Quispe;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;11;November;2025-11
4676;2025-08-23;20;337;5;15;3;479.99;293;5;1367.97;879;488.97;Tomatodo;Deportes;293;479.99;Carlos Rojas;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;8;August;2025-08
4677;2025-07-09;24;449;3;13;4;405.54;306;10;1459.94;1224;235.94;Shampoo;Belleza;306;405.54;Diego Torres;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;7;July;2025-07
4678;2023-09-05;16;176;5;15;4;142.24;105;0;568.96;420;148.96;Mochila;Moda;105;142.24;Diego Flores;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;9;September;2023-09
4679;2025-10-02;11;380;3;13;1;519.38;363;5;493.41;363;130.41;Juego de sábanas;Hogar;363;519.38;Camila Quispe;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;10;October;2025-10
4680;2025-10-21;22;386;2;7;3;96.8;77;0;290.4;231;59.4;Perfume;Belleza;77;96.8;Valeria Castro;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;10;October;2025-10
4681;2025-09-09;18;407;5;15;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;María García;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;9;September;2025-09
4682;2023-05-11;16;399;2;12;3;142.24;105;0;426.72;315;111.72;Mochila;Moda;105;142.24;Luis Ramírez;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;5;May;2023-05
4683;2024-10-16;23;178;5;10;2;1081.01;680;5;2053.92;1360;693.92;Crema facial;Belleza;680;1081.01;Jorge Castro;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;10;October;2024-10
4684;2025-06-06;12;12;5;15;3;181.86;114;5;518.3;342;176.3;Casaca;Moda;114;181.86;Alex Quispe;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;6;June;2025-06
4685;2025-08-08;26;63;1;6;2;835.82;478;15;1420.89;956;464.89;Set maquillaje;Belleza;478;835.82;María Ramírez;Cusco;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;8;August;2025-08
4686;2023-02-14;16;93;4;4;2;142.24;105;5;270.26;210;60.26;Mochila;Moda;105;142.24;Alex Flores;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;2;February;2023-02
4687;2023-07-21;24;380;4;14;5;405.54;306;5;1926.32;1530;396.32;Shampoo;Belleza;306;405.54;Camila Quispe;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;7;July;2023-07
4688;2025-05-08;11;90;3;8;3;519.38;363;0;1558.14;1089;469.14;Juego de sábanas;Hogar;363;519.38;Alex Flores;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;5;May;2025-05
4689;2024-10-02;19;113;3;13;3;244.74;140;0;734.22;420;314.22;Mat yoga;Deportes;140;244.74;Jorge Flores;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;10;October;2024-10
4690;2023-08-24;2;204;1;1;3;1150.48;670;0;3451.44;2010;1441.44;Mouse;Tecnología;670;1150.48;Alex Rojas;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;8;August;2023-08
4691;2024-08-21;2;431;1;6;1;1150.48;670;0;1150.48;670;480.48;Mouse;Tecnología;670;1150.48;Alex Rojas;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;8;August;2024-08
4692;2024-12-02;10;180;3;13;1;1154.83;660;0;1154.83;660;494.83;Mesa auxiliar;Hogar;660;1154.83;Diego Torres;Lima;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;12;December;2024-12
4693;2024-07-28;14;115;2;2;1;361.58;231;5;343.5;231;112.5;Jean;Moda;231;361.58;Lucía Castro;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;7;July;2024-07
4694;2025-08-25;26;316;4;9;1;835.82;478;0;835.82;478;357.82;Set maquillaje;Belleza;478;835.82;Diego Quispe;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;8;August;2025-08
4695;2025-01-16;13;277;3;8;1;770.23;523;10;693.21;523;170.21;Polo;Moda;523;770.23;Valeria Mendoza;Trujillo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;1;January;2025-01
4696;2025-04-02;12;483;2;2;2;181.86;114;15;309.16;228;81.16;Casaca;Moda;114;181.86;Camila Ramírez;Trujillo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;4;April;2025-04
4697;2024-07-19;25;389;3;8;1;978.48;682;5;929.56;682;247.56;Plancha cabello;Belleza;682;978.48;Lucía Castro;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;7;July;2024-07
4698;2024-09-04;2;334;3;8;2;1150.48;670;0;2300.96;1340;960.96;Mouse;Tecnología;670;1150.48;Valeria Ramírez;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;9;September;2024-09
4699;2024-03-30;7;477;1;11;3;522.78;346;0;1568.34;1038;530.34;Lámpara;Hogar;346;522.78;Alex Torres;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;3;March;2024-03
4700;2025-07-28;1;180;1;6;2;242.37;174;15;412.03;348;64.03;Audífonos;Tecnología;174;242.37;Diego Torres;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;7;July;2025-07
4701;2023-10-03;1;208;2;12;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Luis Rojas;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;10;October;2023-10
4702;2025-11-08;17;372;4;9;2;439.51;310;0;879.02;620;259.02;Pelota;Deportes;310;439.51;Lucía Ramírez;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;11;November;2025-11
4703;2025-12-12;26;134;1;1;1;835.82;478;0;835.82;478;357.82;Set maquillaje;Belleza;478;835.82;Camila Quispe;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;12;December;2025-12
4704;2023-12-09;13;147;3;8;3;770.23;523;0;2310.69;1569;741.69;Polo;Moda;523;770.23;Valeria Flores;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;12;December;2023-12
4705;2023-07-16;9;270;5;10;4;316.86;233;0;1267.44;932;335.44;Silla;Hogar;233;316.86;Luis Torres;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;7;July;2023-07
4706;2023-08-28;6;482;4;14;4;125.45;96;15;426.53;384;42.53;Parlante;Tecnología;96;125.45;Carlos García;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;8;August;2023-08
4707;2025-01-30;3;239;3;3;1;212.75;123;15;180.84;123;57.84;Teclado;Tecnología;123;212.75;Camila Flores;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;1;January;2025-01
4708;2023-07-13;8;215;5;10;5;919.26;614;0;4596.3;3070;1526.3;Organizador;Hogar;614;919.26;Alex Mendoza;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;7;July;2023-07
4709;2025-12-02;1;34;3;8;5;242.37;174;5;1151.26;870;281.26;Audífonos;Tecnología;174;242.37;Diego Ramírez;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;12;December;2025-12
4710;2024-08-27;7;157;5;10;2;522.78;346;10;941.0;692;249.0;Lámpara;Hogar;346;522.78;Diego García;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;8;August;2024-08
4711;2023-02-16;20;248;2;7;4;479.99;293;0;1919.96;1172;747.96;Tomatodo;Deportes;293;479.99;Lucía Rojas;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;2;February;2023-02
4712;2025-06-12;11;374;3;13;1;519.38;363;0;519.38;363;156.38;Juego de sábanas;Hogar;363;519.38;María Flores;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;6;June;2025-06
4713;2025-09-15;22;165;1;1;5;96.8;77;0;484.0;385;99.0;Perfume;Belleza;77;96.8;María Rojas;Trujillo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;9;September;2025-09
4714;2024-12-22;13;50;5;5;3;770.23;523;0;2310.69;1569;741.69;Polo;Moda;523;770.23;Ana Mendoza;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;12;December;2024-12
4715;2023-11-05;26;169;3;3;3;835.82;478;5;2382.09;1434;948.09;Set maquillaje;Belleza;478;835.82;Luis Torres;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;11;November;2023-11
4716;2024-02-01;15;466;3;3;4;74.85;55;0;299.4;220;79.4;Zapatillas;Moda;55;74.85;Alex Quispe;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;2;February;2024-02
